iid,gender,pid,match,int_corr,samerace,dec_o,age,income,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
477,0,490,0,0.12,0,1,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
477,0,491,0,0.59,1,0,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
477,0,492,0,0.32,0,0,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
477,0,493,0,0,0,0,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
477,0,494,0,0.29,0,0,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
477,0,495,0,0.29,0,0,27,,Engineer,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,16,19,16,17,15,17,6,8,7,7,7
478,0,481,0,0.4,1,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,482,0,0.38,1,0,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,483,0,0.61,1,0,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,484,0,0.65,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,485,0,0.14,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,486,0,0.37,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,487,0,0.04,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,488,0,-0.19,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,489,1,-0.07,1,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,490,0,0.15,1,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,491,1,0.3,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,492,0,0.35,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,493,0,-0.05,0,1,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,494,0,0.3,1,0,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
478,0,495,0,0.07,0,0,26,,Finance/Economics,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,20,20,10,20,10,20,7,8,9,8,7
479,0,481,0,0.23,1,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,482,0,0.44,1,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,483,0,0.47,1,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,484,0,0.42,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,485,0,-0.08,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,486,0,0.37,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,487,0,-0.29,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,488,0,-0.03,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,489,0,-0.07,1,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,490,0,-0.09,1,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,491,0,0.45,0,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,492,0,0.54,0,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,493,0,0.16,0,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,494,0,0.27,1,0,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
479,0,495,0,0.07,0,1,27,"46,185.00",Banking,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,15,15,20,20,15,15,8,8,8,8,8
480,0,481,0,0.45,1,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,482,0,0.36,1,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,483,0,0.59,1,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,484,0,0.45,0,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,485,0,0.05,0,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,486,0,0.55,0,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,487,0,-0.07,0,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,488,1,0.11,0,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,489,1,0.08,1,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,490,0,0.19,1,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,491,0,0.54,0,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,492,1,0.54,0,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,493,0,-0.14,0,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,494,0,0.34,1,0,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
480,0,495,0,-0.19,0,1,26,,Planning,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,16,18,18,20,12,16,8,9,10,8,7
481,1,466,0,0.7,1,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,467,1,0.65,1,1,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,468,0,0.53,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,469,0,0.3,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,470,0,0.67,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,471,0,0.46,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,472,0,0.6,0,1,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,473,0,0.54,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,474,0,0.31,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,475,0,0.66,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,476,0,0.41,1,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,477,0,0.35,0,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,478,0,0.4,1,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,479,0,0.23,1,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
481,1,480,0,0.45,1,0,23,"78,844.00",English teacher,3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,25,20,15,20,5,15,8,7,8,9,5
482,1,466,0,0.14,1,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,467,1,0.12,1,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,468,1,0.17,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,469,0,0.31,0,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,470,1,0.15,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,471,0,0.11,0,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,472,1,0.36,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,473,0,0.14,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,474,0,0.22,0,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,475,0,0.22,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,476,0,0.08,1,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,477,0,0.51,0,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,478,0,0.38,1,0,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,479,0,0.44,1,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
482,1,480,0,0.36,1,1,30,"29,575.00",Management Consulting,9,7,5,9,6,5,8,2,5,9,6,7,7,2,4,4,3,20,10,22,20,15,13,7,10,9,8,8
483,1,466,0,0.74,1,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,467,0,0.83,1,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,468,0,0.71,0,1,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,469,0,0.56,0,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,470,0,0.64,0,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,471,0,0.32,0,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,472,0,0.61,0,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,473,0,0.58,0,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,474,0,0.42,0,1,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,475,0,0.56,0,1,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,476,0,0.38,1,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,477,0,0.51,0,1,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,478,0,0.61,1,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,479,0,0.47,1,0,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
483,1,480,0,0.59,1,1,28,,professor,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,40,20,20,20,0,0,8,10,10,10,10
484,1,466,0,0.43,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,467,0,0.56,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,468,0,0.55,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,469,0,0.02,1,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,470,0,0.43,1,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,471,0,0.09,1,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,472,0,0.87,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,473,1,0.62,1,1,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,474,0,0.54,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,475,0,0.38,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,476,1,0.27,0,1,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,477,0,0.72,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,478,0,0.65,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,479,0,0.42,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
484,1,480,0,0.45,0,0,31,"34,752.00",professional career,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,16,16,20,16,16,16,4,8,2,9,9
485,1,466,0,0.36,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,467,0,-0.09,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,468,0,-0.12,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,469,1,0.51,0,1,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,470,0,0.17,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,471,0,0.09,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,472,0,-0.05,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,473,0,-0.12,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,474,0,-0.3,1,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,475,0,0.22,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,476,1,-0.15,0,1,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,477,0,-0.2,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,478,0,0.14,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,479,0,-0.08,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
485,1,480,0,0.05,0,0,29,,writer/teacher,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,20,15,20,15,15,15,8,8,7,8,7
486,1,466,0,0.4,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,467,0,0.59,0,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,468,0,0.51,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,469,0,0.17,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,470,0,0.52,0,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,471,0,0.39,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,472,0,0.74,1,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,473,0,0.53,0,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,474,1,0.5,0,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,475,0,0.58,1,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,476,0,0.47,0,1,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,477,0,0.66,1,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,478,0,0.37,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,479,0,0.37,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
486,1,480,0,0.55,0,0,32,,Medical Sciences,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,20,20,20,15,10,15,7,10,8,9,9
487,1,466,0,0.46,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,467,0,0.24,0,1,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,468,0,0.31,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,469,0,0.42,1,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,470,0,0.5,1,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,471,0,0.3,1,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,472,0,0.04,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,473,0,0.64,1,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,474,0,-0.21,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,475,0,0.34,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,476,0,0.03,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,477,0,-0.15,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,478,0,0.04,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,479,0,-0.29,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
487,1,480,0,-0.07,0,0,24,,Professor...?,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,25,26,15,10,9,15,7,9,6,8,5
488,1,466,0,0.31,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,467,0,0.49,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,468,0,0.33,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,469,0,0.31,1,1,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,470,1,0.56,1,1,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,471,0,0.69,1,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,472,0,0.19,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,473,0,0.48,1,1,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,474,0,0.02,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
488,1,475,0,0.61,0,0,29,,Management Consulting,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,15,20,20,20,5,20,5,10,7,10,8
